0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	15
0	16
0	17
0	18
0	22
0	23
0	24
0	25
0	26
0	28
0	30
0	32
0	35
0	37
0	38
0	39
0	40
0	41
0	46
0	47
0	50
0	51
0	52
0	57
0	61
0	62
0	65
0	67
0	69
0	70
0	73
0	74
0	79
0	84
0	89
0	94
0	96
0	97
1	2
1	3
1	4
1	5
1	9
1	11
1	14
1	29
1	34
1	59
1	63
1	66
1	68
1	85
1	86
1	93
1	98
2	9
2	11
2	29
2	59
2	93
2	98
3	6
3	8
3	10
3	13
3	19
3	21
3	31
3	39
3	44
3	52
3	53
3	54
3	75
3	76
3	77
3	81
3	90
4	15
4	16
4	17
4	23
4	25
4	28
4	35
4	47
4	61
4	74
4	84
4	89
4	96
5	7
5	12
5	20
5	36
5	48
5	50
5	55
5	58
5	64
5	83
5	91
5	92
5	95
6	8
6	21
6	77
7	12
7	36
7	55
7	64
7	83
7	91
7	92
7	95
8	10
8	44
8	54
8	56
8	90
9	68
9	86
10	13
10	19
10	27
10	42
10	56
10	81
10	82
10	88
11	14
11	66
12	20
12	48
13	31
13	33
13	43
13	45
13	49
13	53
13	60
13	71
13	72
13	75
13	76
13	78
13	80
13	87
14	63
15	18
15	30
15	51
16	24
16	37
16	40
16	46
17	22
19	27
19	42
19	72
19	78
19	82
23	26
23	32
23	38
23	73
26	65
29	34
31	33
31	45
31	49
31	71
32	57
32	70
33	43
34	85
35	41
37	62
39	69
39	99
41	67
42	88
48	58
53	60
61	79
62	94
69	99
71	80
78	87
94	97
